90_79
1;;-1
2;;-1
3;;-1
4;;-1
5;;-1
6;;1
7;;-1
8;;1
9;;0
10;;-1
11;;-1
12;;-1
13;;-1
14;;-1
15;;-1
16;;-1
17;;-1
18;;1
19;;1
20;;1
21;;1
22;;1
23;;0
24;;1
25;;0
26;;-1
27;;1
28;;1
29;;1
30;;-1
31;;1
32;;1
33;;0
34;;1
35;;1
36;;0
37;;-1
38;;1
39;;0
40;;0
41;;-1
42;;-1
43;;1
44;;1
45;;0
46;;-1
47;;0
48;;0
49;;0
50;;1
51;;0
52;;1
53;;1
54;;1
55;;1
56;;1
57;;1
58;;-1
59;;-1
60;;-1
61;;1
62;;1
63;;1
64;;0
65;;1
66;;0
67;;1
68;;-1
69;;1
70;;-1
71;;-1
72;;1
73;;1
74;;1
75;;0
76;;-1
77;;-1
78;;0
79;;1
80;;0
81;;1
82;;1
83;;0
84;;-1
85;;-1
86;;-1
87;;-1
88;;-1
89;;1
90;;1
91;;1
92;;1
93;;1
94;;0
95;;1
96;;1
97;;1
98;;1
99;;0
100;;-1
101;;1
102;;-1
103;;0
104;;1
105;;0
106;;0
107;;1
108;;0
109;;1
110;;0
111;;1
112;;1
113;;0
114;;1
115;;0
116;;1
117;;1
118;;1
119;;1
120;;0
121;;1
122;;-1
123;;0
124;;1
125;;1
126;;1
127;;0
128;;0
129;;1
130;;1
131;;-1
132;;-1
133;;1
134;;1
135;;0
136;;1
137;;1
138;;1
139;;-1
140;;1
141;;1
142;;1
143;;-1
144;;1
145;;1
146;;-1
147;;1
148;;1
149;;1
150;;1
151;;1
152;;1
153;;1
154;;1
155;;1
156;;1
157;;0
158;;1
159;;1
160;;1
161;;1
162;;0
163;;-1
164;;-1
165;;1
166;;-1
167;;-1
168;;-1
169;;-1
170;;1
171;;1
172;;-1
173;;-1
174;;-1
175;;-1
176;;1
177;;1
178;;0
179;;1
180;;1
181;;1
182;;1
183;;0
184;;1
185;;0
186;;1
187;;1
188;;1
189;;1
190;;0
191;;1
192;;1
193;;1
194;;1
195;;1
196;;1
197;;1
198;;1
199;;-1
200;;1
201;;0
202;;1
203;;1
204;;1
205;;0
206;;0
207;;1
208;;1
209;;1
210;;-1
211;;1
212;;0
213;;1
214;;0
215;;-1
216;;1
217;;1
218;;1
219;;1
220;;1
221;;1
222;;0
223;;1
224;;1
225;;0
226;;1
227;;-1
228;;0
229;;1
230;;1
231;;0
232;;1
233;;1
234;;0
235;;1
236;;-1
237;;-1
238;;-1
239;;1
240;;0
241;;-1
242;;1
243;;0
244;;1
245;;1
246;;1
247;;-1
248;;-1
249;;1
250;;1
251;;1
252;;-1
253;;1
254;;1
255;;1
256;;1
257;;0
258;;-1
259;;1
260;;1
261;;0
262;;-1
263;;0
264;;1
265;;1
266;;-1
267;;1
268;;0
269;;0
270;;-1
271;;-1
272;;0
273;;1
274;;1
275;;1
276;;1
277;;1
278;;-1
279;;0
280;;1
281;;-1
282;;1
283;;1
284;;-1
285;;1
286;;1
287;;1
288;;1
289;;0
290;;1
291;;-1
292;;1
293;;1
294;;1
295;;-1
296;;0
297;;-1
298;;0
299;;1
300;;1
301;;-1
302;;-1
303;;1
304;;1
305;;-1
306;;1
307;;1
308;;0
309;;1
310;;1
311;;1
312;;1
313;;1
314;;-1
315;;1
316;;1
317;;0
318;;1
319;;0
320;;-1
321;;1
322;;1
323;;1
324;;1
325;;1
326;;1
327;;1
328;;1
329;;1
330;;-1
331;;1
332;;0
333;;-1
334;;1
335;;0
336;;1
337;;-1
338;;1
339;;-1
340;;1
341;;0
342;;0
343;;1
344;;1
345;;1
346;;1
347;;0
348;;1
349;;0
350;;1
351;;1
352;;0
353;;-1
354;;-1
355;;1
356;;0
357;;1
358;;0
359;;1
360;;0
361;;0
362;;1
363;;0
364;;0
365;;1
366;;0
367;;1
368;;1
369;;-1
370;;1
371;;-1
372;;-1
373;;1
374;;-1
375;;1
376;;1
377;;1
378;;-1
379;;-1
380;;1
381;;1
382;;1
383;;0
384;;-1
385;;-1
386;;-1
387;;-1
388;;-1
389;;0
390;;1
391;;-1
392;;0
393;;0
394;;0
395;;-1
396;;0
397;;1
398;;0
399;;-1
400;;0
401;;0
402;;0
403;;0
404;;-1
405;;0
406;;-1
407;;0
408;;-1
409;;0
410;;-1
411;;-1
412;;0
413;;1
414;;0
415;;-1
416;;1
417;;0
418;;0
419;;0
420;;-1
421;;0
422;;0
423;;-1
424;;1
425;;0
426;;-1
427;;-1
428;;0
429;;1
430;;0
431;;0
432;;0
433;;-1
434;;0
435;;0
436;;0
437;;-1
438;;1
439;;0
440;;-1
441;;0
442;;0
443;;0
444;;-1
445;;0
446;;0
447;;-1
448;;1
449;;-1
450;;0
451;;0
452;;0
453;;0
454;;1
455;;-1
456;;-1
457;;0
458;;0
